alpha(deg)	e22
0.0	0.00029539301524136147
1.0	0.0002724708257887986
2.0	0.0002723643847222751
3.0	0.0002721919280593694
4.0	0.0002719536558832688
5.0	0.0002716498682969897
6.0	0.00027128096535813446
7.0	0.00027084744718766293
8.0	0.00027034971397366385
9.0	0.00026978846587675815
10.0	0.0002691643030594637
11.0	0.0002684780257239845
12.0	0.00026773053407063503
13.0	0.0002669227283431987
14.0	0.00026605550878544673
15.0	0.0002651299757025601
16.0	0.00026414732933265967
17.0	0.00026310857000451176
18.0	0.0002620151980157851
19.0	0.00026086831371506725
20.0	0.00025966951741988425
21.0	0.00025842020951664116
22.0	0.00025712189038986375
23.0	0.0002557760604023613
24.0	0.00025438451995479447
25.0	0.0002529488694949359
26.0	0.000251470909401742
27.0	0.00024995234016451787
28.0	0.0002483950622037692
29.0	0.0002468010759815616
30.0	0.0002451721819636388
31.0	0.00024351038065544115
32.0	0.0002418177725171938
33.0	0.0002400964580308216
34.0	0.00023834833776864396
35.0	0.00023657571218723295
36.0	0.0002347806818118776
37.0	0.00023296544718771702
38.0	0.00023113220881653256
39.0	0.00022928326724164612
40.0	0.00022742072303169023
41.0	0.00022554697668481982
42.0	0.00022366422876785236
43.0	0.00022177487982230398
44.0	0.0002198811303716543
45.0	0.00021798538100077205
46.0	0.00021608983223314466
47.0	0.0002141968846319818
48.0	0.00021230873874245046
49.0	0.00021042779508444125
50.0	0.0002085563542013295
51.0	0.0002066966166599704
52.0	0.00020485088298208918
53.0	0.00020302135369122795
54.0	0.00020121042928566
55.0	0.00019942011033589283
56.0	0.00019765269729869617
57.0	0.00019591029069946172
58.0	0.00019419499106359623
59.0	0.00019250899880637122
60.0	0.00019085431447669302
61.0	0.0001892328385169553
62.0	0.00018764677136412156
63.0	0.00018609781350757503
64.0	0.0001845879653445831
65.0	0.00018311912731757836
66.0	0.00018169299985097012
67.0	0.0001803113833023224
68.0	0.00017897587809788935
69.0	0.0001776880845989019
70.0	0.00017644970316476298
71.0	0.00017526223411515877
72.0	0.00017412697781683445
73.0	0.00017304543456780097
74.0	0.00017201890464804174
75.0	0.00017104868833753222
76.0	0.00017013578594350797
77.0	0.0001692814976591297
78.0	0.0001684868237265048
79.0	0.00016775276436602985
80.0	0.00016708001980370808
81.0	0.00016646969014945452
82.0	0.00016592227561127958
83.0	0.0001654385763263996
84.0	0.0001650190924159251
85.0	0.00016466452393194668
86.0	0.0001643750710229525
87.0	0.00016415123370128193
88.0	0.00016399321205018316
89.0	0.00016390120610940728
90.0	0.00013553792712451873
91.0	0.00016391574124055512
92.0	0.0001640221823144004
93.0	0.00016419463896799006
94.0	0.00016443291116159095
95.0	0.00016473669879205942
96.0	0.0001651056017581732
97.0	0.00016553911996065732
98.0	0.00016603685318929037
99.0	0.0001665981013486764
100.0	0.00016722226421065676
101.0	0.00016790854159458424
102.0	0.00016865603329998505
103.0	0.00016946383908275888
104.0	0.0001703310586769648
105.0	0.00017125659184244457
106.0	0.0001722392382755709
107.0	0.0001732779976687067
108.0	0.00017437136972420865
109.0	0.00017551825409276362
110.0	0.0001767170504350817
111.0	0.00017796635840787304
112.0	0.00017926467762618037
113.0	0.00018061050768319734
114.0	0.00018200204817817874
115.0	0.0001834376987282028
116.0	0.00018491565888885476
117.0	0.0001864342281918428
118.0	0.00018799150621664465
119.0	0.0001895854925010784
120.0	0.00019121438657890936
121.0	0.00019287618794425936
122.0	0.00019456879613701585
123.0	0.0001962901106533628
124.0	0.00019803823098541907
125.0	0.00019981085661160218
126.0	0.00020160588700626585
127.0	0.00020342112168953886
128.0	0.00020525436007224742
129.0	0.0002071033016765813
130.0	0.0002089658459332101
131.0	0.00021083959230079372
132.0	0.00021272234021206144
133.0	0.00021461168919127517
134.0	0.00021650543862745738
135.0	0.0002184011880230193
136.0	0.00022029673676700407
137.0	0.00022218968438369077
138.0	0.0002240778302621413
139.0	0.0002259587739047812
140.0	0.00022783021474643265
141.0	0.00022968995226360533
142.0	0.00023153568593483958
143.0	0.00023336521519294818
144.0	0.00023517613956220026
145.0	0.00023696645847136986
146.0	0.0002387338714645463
147.0	0.00024047627801622971
148.0	0.00024219157760093128
149.0	0.00024387756978254627
150.0	0.0002455322540772466
151.0	0.00024715372997736595
152.0	0.00024873979706861206
153.0	0.0002502887548611458
154.0	0.0002517986029366525
155.0	0.0002532674409184556
156.0	0.0002546935683167336
157.0	0.00025607518479645627
158.0	0.00025741068993129484
159.0	0.0002586984833385793
160.0	0.00025993686472489125
161.0	0.00026112433370554963
162.0	0.000262259589935554
163.0	0.00026334113311749077
164.0	0.00026436766297178397
165.0	0.0002653378792188465
166.0	0.0002662507815513797
167.0	0.0002671050697770042
168.0	0.00026789974365381473
169.0	0.0002686338029617047
170.0	0.00026930654747469907
171.0	0.00026991687708360066
172.0	0.0002704642915585248
173.0	0.0002709479908279602
174.0	0.0002713674747056129
175.0	0.00027172204316154705
176.0	0.0002720114960472094
177.0	0.00027223533335053154
178.0	0.00027239335496652824
179.0	0.0002724853609208485
180.0	0.00029539301524136147
