alpha(deg)	e11
0.0	0.00013553792712451873
1.0	0.00016391574124055512
2.0	0.0001640221823144004
3.0	0.00016419463896799006
4.0	0.00016443291116159095
5.0	0.00016473669879205942
6.0	0.0001651056017581732
7.0	0.00016553911996065732
8.0	0.00016603685318929037
9.0	0.0001665981013486764
10.0	0.00016722226421065676
11.0	0.00016790854159458424
12.0	0.00016865603329998505
13.0	0.00016946383908275888
14.0	0.0001703310586769648
15.0	0.00017125659184244457
16.0	0.0001722392382755709
17.0	0.0001732779976687067
18.0	0.00017437136972420865
19.0	0.00017551825409276362
20.0	0.0001767170504350817
21.0	0.00017796635840787304
22.0	0.00017926467762618037
23.0	0.00018061050768319734
24.0	0.00018200204817817874
25.0	0.0001834376987282028
26.0	0.00018491565888885476
27.0	0.0001864342281918428
28.0	0.00018799150621664465
29.0	0.0001895854925010784
30.0	0.00019121438657890936
31.0	0.00019287618794425936
32.0	0.00019456879613701585
33.0	0.0001962901106533628
34.0	0.00019803823098541907
35.0	0.00019981085661160218
36.0	0.00020160588700626585
37.0	0.00020342112168953886
38.0	0.00020525436007224742
39.0	0.00020710330169844404
40.0	0.0002089658459332101
41.0	0.00021083959230079372
42.0	0.00021272234021206144
43.0	0.00021461168919127517
44.0	0.00021650543862745738
45.0	0.0002184011880230193
46.0	0.00022029673676700407
47.0	0.00022218968438369077
48.0	0.0002240778302621413
49.0	0.0002259587739047812
50.0	0.00022783021474643265
51.0	0.00022968995226360533
52.0	0.00023153568593483958
53.0	0.00023336521519294818
54.0	0.00023517613956220026
55.0	0.00023696645847136986
56.0	0.0002387338714645463
57.0	0.00024047627801622971
58.0	0.00024219157760093128
59.0	0.00024387756978254627
60.0	0.0002455322540772466
61.0	0.00024715372997736595
62.0	0.00024873979706861206
63.0	0.0002502887548611458
64.0	0.0002517986029366525
65.0	0.0002532674409184556
66.0	0.0002546935683167336
67.0	0.00025607518479645627
68.0	0.00025741068993129484
69.0	0.0002586984833385793
70.0	0.00025993686472489125
71.0	0.00026112433370554963
72.0	0.000262259589935554
73.0	0.00026334113311749077
74.0	0.00026436766297178397
75.0	0.0002653378792188465
76.0	0.0002662507815513797
77.0	0.0002671050697770042
78.0	0.00026789974365381473
79.0	0.0002686338029617047
80.0	0.00026930654747469907
81.0	0.00026991687708360066
82.0	0.0002704642915585248
83.0	0.0002709479908279602
84.0	0.0002713674747056129
85.0	0.00027172204316154705
86.0	0.0002720114960472094
87.0	0.00027223533335053154
88.0	0.00027239335496652824
89.0	0.0002724853609208485
90.0	0.00029539301524136147
91.0	0.0002724708257887986
92.0	0.0002723643847222751
93.0	0.0002721919280593694
94.0	0.0002719536558832688
95.0	0.0002716498682969897
96.0	0.00027128096535813446
97.0	0.00027084744718766293
98.0	0.00027034971397366385
99.0	0.00026978846587675815
100.0	0.0002691643030594637
101.0	0.0002684780257239845
102.0	0.00026773053407063503
103.0	0.0002669227283431987
104.0	0.00026605550878544673
105.0	0.0002651299757025601
106.0	0.00026414732933265967
107.0	0.00026310857000451176
108.0	0.0002620151980157851
109.0	0.00026086831371506725
110.0	0.00025966951741988425
111.0	0.00025842020951664116
112.0	0.00025712189038986375
113.0	0.0002557760604023613
114.0	0.00025438451995479447
115.0	0.0002529488694949359
116.0	0.000251470909401742
117.0	0.00024995234016451787
118.0	0.0002483950622037692
119.0	0.0002468010759815616
120.0	0.0002451721819636388
121.0	0.00024351038065544115
122.0	0.0002418177725171938
123.0	0.0002400964580308216
124.0	0.00023834833776864396
125.0	0.00023657571218723295
126.0	0.0002347806818118776
127.0	0.00023296544718771702
128.0	0.00023113220881653256
129.0	0.00022928326724164612
130.0	0.00022742072303169023
131.0	0.00022554697668481982
132.0	0.00022366422876785236
133.0	0.00022177487982230398
134.0	0.0002198811303716543
135.0	0.00021798538100077205
136.0	0.00021608983223314466
137.0	0.0002141968846319818
138.0	0.00021230873874245046
139.0	0.00021042779508444125
140.0	0.0002085563542013295
141.0	0.0002066966166599704
142.0	0.00020485088298208918
143.0	0.00020302135369122795
144.0	0.00020121042928566
145.0	0.00019942011033589283
146.0	0.00019765269729869617
147.0	0.00019591029069946172
148.0	0.00019419499106359623
149.0	0.00019250899880637122
150.0	0.00019085431447669302
151.0	0.0001892328385169553
152.0	0.00018764677136412156
153.0	0.00018609781350757503
154.0	0.0001845879653445831
155.0	0.00018311912731757836
156.0	0.00018169299985097012
157.0	0.0001803113833023224
158.0	0.00017897587809788935
159.0	0.0001776880845989019
160.0	0.00017644970316476298
161.0	0.00017526223411515877
162.0	0.00017412697781683445
163.0	0.00017304543456780097
164.0	0.00017201890464804174
165.0	0.00017104868833753222
166.0	0.00017013578594350797
167.0	0.0001692814976591297
168.0	0.0001684868237265048
169.0	0.00016775276436602985
170.0	0.00016708001980370808
171.0	0.00016646969014945452
172.0	0.00016592227561127958
173.0	0.0001654385763263996
174.0	0.0001650190924159251
175.0	0.00016466452393194668
176.0	0.00016437507100120624
177.0	0.00016415123370128193
178.0	0.00016399321205018316
179.0	0.00016390120610940728
180.0	0.00013553792712451873
